Sigla;Código;Município;Renda familiar - per capita - média (1991);Alfabetizados - pessoas 15 anos e mais (1991);
PR;4107124;Diamante do Sul;;64,875;
PR;4107157;Diamante D'Oeste;0,39;72,666;
PR;4107207;Dois Vizinhos;0,79;85,913;
PR;4107256;Douradina;0,76;75,487;
PR;4107306;Doutor Camargo;0,76;79,258;
PR;4107405;Enéas Marques;0,7;83,253;
PR;4107504;Engenheiro Beltrão;0,83;81,758;
PR;4107520;Esperança Nova;;79,245;
PR;4107538;Entre Rios do Oeste;;95,81;
PR;4107546;Espigão Alto do Iguaçu;;76,631;
PR;4107553;Farol;;73,649;
PR;4107603;Faxinal;0,82;76,055;
PR;4107652;Fazenda Rio Grande;;89,413;
PR;4107702;Fênix;0,61;79,741;
PR;4107736;Fernandes Pinheiro;;82,299;
PR;4107751;Figueira;0,79;69,167;
PR;4107801;Floraí;0,94;81,72;
PR;4107850;Flor da Serra do Sul;;80,277;
PR;4107900;Floresta;1,3;82,648;
PR;4108007;Florestópolis;0,84;73,292;
PR;4108106;Flórida;1,02;79,677;
PR;4108205;Formosa do Oeste;0,88;78,614;
PR;4108304;Foz do Iguaçu;1,64;88,881;
PR;4108320;Francisco Alves;0,65;77,114;
PR;4108403;Francisco Beltrão;1,1;86,736;
PR;4108452;Foz do Jordão;;77,908;
PR;4108502;General Carneiro;0,81;83,661;
PR;4108551;Godoy Moreira;0,36;67,183;
PR;4108601;Goioerê;1,09;80,18;
PR;4108650;Goioxim;;73,671;
PR;4108700;Grandes Rios;0,61;68,822;
PR;4108809;Guaíra;1,07;82,957;
PR;4108908;Guairaçá;0,68;75,116;
PR;4108957;Guamiranga;;86,223;
PR;4109005;Guapirama;0,65;77,305;
PR;4109104;Guaporema;0,56;75,684;
PR;4109203;Guaraci;1,01;76,435;
PR;4109302;Guaraniaçu;0,54;77,91;
PR;4109401;Guarapuava;1,07;86,416;
PR;4109500;Guaraqueçaba;0,49;70,91;
PR;4109609;Guaratuba;1,11;84,764;
PR;4109658;Honório Serpa;;78,968;
PR;4109708;Ibaiti;0,84;74,232;
PR;4109757;Ibema;0,64;77,573;
PR;4109807;Ibiporã;1,06;83,165;
PR;4109906;Icaraíma;0,62;76,909;
PR;4110003;Iguaraçu;0,67;80,698;
PR;4110052;Iguatu;;71,227;
PR;4110078;Imbaú;;65,774;
PR;4110102;Imbituva;0,84;89,311;
PR;4110201;Inácio Martins;0,42;78,336;
PR;4110300;Inajá;0,68;68,664;
PR;4110409;Indianópolis;0,56;78,676;
PR;4110508;Ipiranga;0,54;83,436;
PR;4110607;Iporã;0,7;77,272;
PR;4110656;Iracema do Oeste;;69,13;
PR;4110706;Irati;0,82;88,802;
PR;4110805;Iretama;0,53;69,137;
PR;4110904;Itaguajé;0,73;74,907;
PR;4110953;Itaipulândia;;82,601;
PR;4111001;Itambaracá;0,8;75,641;
PR;4111100;Itambé;0,89;81,517;
PR;4111209;Itapejara d'Oeste;0,73;84,874;
PR;4111258;Itaperuçu;;72,225;
PR;4111308;Itaúna do Sul;0,59;70,743;
PR;4111407;Ivaí;0,54;84,077;
PR;4111506;Ivaiporã;0,76;77,875;
PR;4111555;Ivaté;;75,803;
PR;4111605;Ivatuba;1,84;81,494;
PR;4111704;Jaboti;0,46;74,836;
PR;4111803;Jacarezinho;1,15;80,121;
PR;4111902;Jaguapitã;1;77,89;
PR;4112009;Jaguariaíva;1,12;83,148;
PR;4112108;Jandaia do Sul;1,18;83,434;
PR;4112207;Janiópolis;0,93;74,058;
PR;4112306;Japira;0,5;72,78;
PR;4112405;Japurá;0,7;83,134;
PR;4112504;Jardim Alegre;0,59;74,897;
PR;4112603;Jardim Olinda;0,61;73,65;
PR;4112702;Jataizinho;1,25;79,23;
PR;4112751;Jesuítas;0,68;80,3;
PR;4112801;Joaquim Távora;0,8;78,578;
PR;4112900;Jundiaí do Sul;0,72;68,377;
PR;4112959;Juranda;0,96;77,919;
PR;4113007;Jussara;0,9;81,247;
PR;4113106;Kaloré;0,88;76,459;
PR;4113205;Lapa;0,83;86,997;
PR;4113254;Laranjal;;60,255;
PR;4113304;Laranjeiras do Sul;0,74;84,324;
PR;4113403;Leópolis;0,76;75,841;
PR;4113429;Lidianópolis;;72,323;
PR;4113452;Lindoeste;0,5;78,036;
PR;4113502;Loanda;1,11;80,529;
PR;4113601;Lobato;1,24;80,172;
PR;4113700;Londrina;1,87;88,866;
PR;4113734;Luiziana;0,67;73,258;
PR;4113759;Lunardelli;0,55;72,393;
PR;4113809;Lupionópolis;0,66;73,262;
PR;4113908;Mallet;0,72;91,308;
PR;4114005;Mamborê;1,1;80,218;
PR;4114104;Mandaguaçu;1,05;81,014;
PR;4114203;Mandaguari;1,09;83,9;
PR;4114302;Mandirituba;0,91;84,359;
PR;4114351;Manfrinópolis;;77,568;
PR;4114401;Mangueirinha;0,49;80,683;
PR;4114500;Manoel Ribas;0,75;78,101;
PR;4114609;Marechal Cândido Rondon;1,18;93,929;
PR;4114708;Maria Helena;0,57;73,767;
PR;4114807;Marialva;1,29;83,818;
PR;4114906;Marilândia do Sul;0,74;75,943;
PR;4115002;Marilena;0,57;76,159;
PR;4115101;Mariluz;0,74;71,315;
PR;4115200;Maringá;1,86;90,858;
PR;4115309;Mariópolis;0,65;85,068;
PR;4115358;Maripá;;92,474;
PR;4115408;Marmeleiro;0,68;83,362;
PR;4115457;Marquinho;;77,241;
PR;4115507;Marumbi;0,78;79,399;
PR;4115606;Matelândia;0,79;84,252;
PR;4115705;Matinhos;1,33;90,228;
PR;4115739;Mato Rico;;71,037;
PR;4115754;Mauá da Serra;;68,861;
PR;4115804;Medianeira;1,22;88,927;
PR;4115853;Mercedes;;91,444;
PR;4115903;Mirador;0,58;70,146;
PR;4116000;Miraselva;0,64;76,614;
PR;4116059;Missal;1,04;91,569;
PR;4116109;Moreira Sales;0,69;74,492;
PR;4116208;Morretes;0,92;86,643;
PR;4116307;Munhoz de Melo;0,66;76,741;
PR;4116406;Nossa Senhora das Graças;0,78;74,927;
PR;4116505;Nova Aliança do Ivaí;0,57;74,023;
PR;4116604;Nova América da Colina;0,56;73,828;
PR;4116703;Nova Aurora;0,8;81,358;
PR;4116802;Nova Cantu;0,76;73,071;
PR;4116901;Nova Esperança;1,13;81,931;
PR;4116950;Nova Esperança do Sudoeste;;78,84;
PR;4117008;Nova Fátima;1,08;74,425;
PR;4117057;Nova Laranjeiras;;71,903;
PR;4117107;Nova Londrina;1,11;83,763;
PR;4117206;Nova Olímpia;0,85;72,939;
PR;4117214;Nova Santa Bárbara;;70,463;
PR;4117222;Nova Santa Rosa;1,02;92,929;
PR;4117255;Nova Prata do Iguaçu;0,71;79,179;
PR;4117271;Nova Tebas;0,35;67,362;
PR;4117297;Novo Itacolomi;;75,949;
PR;4117305;Ortigueira;0,49;60,532;
PR;4117404;Ourizona;1,19;79,509;
PR;4117453;Ouro Verde do Oeste;0,77;80,517;
PR;4117503;Paiçandu;0,76;80,751;
PR;4117602;Palmas;0,92;84,024;
PR;4117701;Palmeira;1,01;89,254;
PR;4117800;Palmital;0,45;72,588;
PR;4117909;Palotina;1,32;89,587;
PR;4118006;Paraíso do Norte;0,96;77,343;
PR;4118105;Paranacity;0,84;77,892;
PR;4118204;Paranaguá;1,28;90,326;
PR;4118303;Paranapoema;0,57;71,845;
PR;4118402;Paranavaí;1,32;85,363;
PR;4118451;Pato Bragado;;92,96;
PR;4118501;Pato Branco;1,44;89,378;
PR;4118600;Paula Freitas;0,51;89,746;
PR;4118709;Paulo Frontin;0,91;89,165;
PR;4118808;Peabiru;0,79;78,751;
PR;4118857;Perobal;;75,062;
PR;4118907;Pérola;0,74;79,017;
PR;4119004;Pérola d'Oeste;0,75;85,712;
PR;4119103;Piên;0,73;89,645;
PR;4119152;Pinhais;;89,766;
PR;4119202;Pinhalão;0,63;73,156;
PR;4119251;Pinhal de São Bento;;76,685;
PR;4119301;Pinhão;0,78;72,079;
PR;4119400;Piraí do Sul;0,82;83,694;
PR;4119509;Piraquara;1,21;86,85;
PR;4119608;Pitanga;0,61;78,852;
PR;4119657;Pitangueiras;;78,378;
PR;4119707;Planaltina do Paraná;0,89;75,966;
PR;4119806;Planalto;0,59;85,711;
PR;4119905;Ponta Grossa;1,33;91,438;
PR;4119954;Pontal do Paraná;;88,49;
PR;4120002;Porecatu;1,02;82,094;
PR;4120101;Porto Amazonas;0,6;87,769;
PR;4120150;Porto Barreiro;;79,102;
PR;4120200;Porto Rico;0,62;73,155;
PR;4120309;Porto Vitória;0,76;86,694;
PR;4120333;Prado Ferreira;;74,701;
PR;4120358;Pranchita;0,76;83,622;
PR;4120408;Presidente Castelo Branco;0,69;76,528;
PR;4120507;Primeiro de Maio;0,8;76,422;
PR;4120606;Prudentópolis;0,54;86,655;
PR;4120655;Quarto Centenário;;73,782;
PR;4120705;Quatiguá;0,91;81,966;
PR;4120804;Quatro Barras;1,25;88,267;
PR;4120853;Quatro Pontes;;96,499;
PR;4120903;Quedas do Iguaçu;0,6;83,517;
PR;4121000;Querência do Norte;0,79;70,986;
PR;4121109;Quinta do Sol;0,77;74,987;
PR;4121208;Quitandinha;0,54;80,445;
PR;4121257;Ramilândia;;73,378;
PR;4121307;Rancho Alegre;0,78;77,927;
PR;4121356;Rancho Alegre D'Oeste;;74,906;
PR;4121406;Realeza;0,97;84,343;
PR;4121505;Rebouças;0,52;86,767;
PR;4121604;Renascença;0,95;82,426;
PR;4121703;Reserva;0,48;70,417;
PR;4121752;Reserva do Iguaçu;;85,069;
PR;4121802;Ribeirão Claro;0,87;78,207;
PR;4121901;Ribeirão do Pinhal;0,71;70,58;
PR;4122008;Rio Azul;0,62;89,135;
PR;4122107;Rio Bom;0,6;72,692;
PR;4122156;Rio Bonito do Iguaçu;;77,856;
PR;4122172;Rio Branco do Ivaí;;61,906;
PR;4122206;Rio Branco do Sul;0,69;73,838;
PR;4122305;Rio Negro;1,17;91,723;
PR;4122404;Rolândia;1,24;84,889;
PR;4122503;Roncador;0,6;74,937;
PR;4122602;Rondon;0,76;78,408;
PR;4122651;Rosário do Ivaí;0,51;64,698;
PR;4122701;Sabáudia;0,81;82,335;
PR;4122800;Salgado Filho;0,46;78,512;
PR;4122909;Salto do Itararé;0,46;72,845;
PR;4123006;Salto do Lontra;0,51;80,815;
PR;4123105;Santa Amélia;0,96;74,134;
PR;4123204;Santa Cecília do Pavão;0,75;70,453;
PR;4123303;Santa Cruz de Monte Castelo;0,7;77,314;
PR;4123402;Santa Fé;0,99;79,047;
PR;4123501;Santa Helena;1,04;87,876;
PR;4123600;Santa Inês;0,72;75,018;
PR;4123709;Santa Isabel do Ivaí;0,65;78,826;
PR;4123808;Santa Izabel do Oeste;0,59;78,504;
PR;4123824;Santa Lúcia;;79,991;
PR;4123857;Santa Maria do Oeste;;72,263;
PR;4123907;Santa Mariana;0,98;72,287;
PR;4123956;Santa Mônica;;71,442;
PR;4124004;Santana do Itararé;0,68;72,676;
PR;4124020;Santa Tereza do Oeste;0,75;79,76;
PR;4124053;Santa Terezinha de Itaipu;1,1;86,097;
PR;4124103;Santo Antônio da Platina;0,95;77,865;
PR;4124202;Santo Antônio do Caiuá;0,75;72,04;
PR;4124301;Santo Antônio do Paraíso;0,73;74,431;
PR;4124400;Santo Antônio do Sudoeste;0,56;80,462;
PR;4124509;Santo Inácio;0,94;78,585;
PR;4124608;São Carlos do Ivaí;2,03;76,227;
PR;4124707;São Jerônimo da Serra;0,52;63,923;
PR;4124806;São João;0,57;82,74;
PR;4124905;São João do Caiuá;0,76;73,09;
PR;4125001;São João do Ivaí;0,9;71,367;
PR;4125100;São João do Triunfo;0,48;84,207;
PR;4125209;São Jorge d'Oeste;0,56;84,628;
PR;4125308;São Jorge do Ivaí;1,1;85,075;
PR;4125357;São Jorge do Patrocínio;0,42;78,447;
PR;4125407;São José da Boa Vista;0,78;73,593;
PR;4125456;São José das Palmeiras;0,73;76,248;
PR;4125506;São José dos Pinhais;1,32;90,606;
PR;4125555;São Manoel do Paraná;;76,391;
PR;4125605;São Mateus do Sul;0,84;90,281;
PR;4125704;São Miguel do Iguaçu;1,1;86,664;
PR;4125753;São Pedro do Iguaçu;;79,054;
PR;4125803;São Pedro do Ivaí;0,84;78,309;
PR;4125902;São Pedro do Paraná;0,53;75,264;
PR;4126009;São Sebastião da Amoreira;0,77;71,932;
PR;4126108;São Tomé;0,78;77,691;
PR;4126207;Sapopema;0,51;70,283;
PR;4126256;Sarandi;0,82;83,777;
PR;4126272;Saudade do Iguaçu;;82,922;
PR;4126306;Sengés;0,77;78,759;
PR;4126355;Serranópolis do Iguaçu;;91,719;
PR;4126405;Sertaneja;1,45;81,792;
PR;4126504;Sertanópolis;1,29;81,607;
PR;4126603;Siqueira Campos;0,87;75,139;
PR;4126652;Sulina;0,43;84,792;
PR;4126678;Tamarana;;71,888;
PR;4126702;Tamboara;0,61;77,618;
PR;4126801;Tapejara;0,79;77,878;
PR;4126900;Tapira;0,55;73,403;
PR;4127007;Teixeira Soares;0,69;87,961;
PR;4127106;Telêmaco Borba;1,15;84,642;
PR;4127205;Terra Boa;0,72;77,538;
PR;4127304;Terra Rica;1,15;77,61;
PR;4127403;Terra Roxa;0,65;81,469;
PR;4127502;Tibagi;0,56;73,872;
PR;4127601;Tijucas do Sul;0,72;81,279;
PR;4127700;Toledo;1,3;89,106;
PR;4127809;Tomazina;0,67;73,815;
PR;4127858;Três Barras do Paraná;0,66;79,443;
PR;4127882;Tunas do Paraná;;56,707;
PR;4127908;Tuneiras do Oeste;0,56;74,145;
PR;4127957;Tupãssi;0,8;83,635;
PR;4127965;Turvo;0,7;76,861;
PR;4128005;Ubiratã;1,09;81,129;
PR;4128104;Umuarama;1,18;84,68;
PR;4128203;União da Vitória;1,03;91,77;
PR;4128302;Uniflor;0,82;76,28;
PR;4128401;Uraí;1,17;77,473;
PR;4128500;Wenceslau Braz;0,86;78,857;
PR;4128534;Ventania;;64,634;
PR;4128559;Vera Cruz do Oeste;0,84;79,023;
PR;4128609;Verê;0,52;82,282;
PR;4128625;Vila Alta;;72,258;
PR;4128633;Doutor Ulysses;;64,64;
PR;4128658;Virmond;;86,515;
PR;4128708;Vitorino;0,96;87,429;
PR;4128807;Xambrê;0,53;76,715;
PR;4199919;Assunguy de Cima;;;
PR;4199929;Conchas;;;
PR;4199939;Palmira;;;
PR;4199949;Porto de Cima;;;
RJ;3300100;Angra dos Reis;1,16;85,689;
RJ;3300159;Aperibé;;80,714;
RJ;3300209;Araruama;0,91;78,453;
RJ;3300225;Areal;;85,237;
RJ;3300233;Armação dos Búzios;;82,499;
RJ;3300258;Arraial do Cabo;1,15;87,578;
RJ;3300308;Barra do Piraí;1,17;88,751;
RJ;3300407;Barra Mansa;1,14;89,614;
RJ;3300456;Belford Roxo;;87,941;
RJ;3300506;Bom Jardim;1,01;73,297;
RJ;3300605;Bom Jesus do Itabapoana;0,8;79,833;
RJ;3300704;Cabo Frio;1,19;86,31;
RJ;3300803;Cachoeiras de Macacu;0,79;77,708;
RJ;3300902;Cambuci;0,86;73,432;
RJ;3300936;Carapebus;;75,461;
RJ;3300951;Comendador Levy Gasparian;;84,658;
RJ;3301009;Campos dos Goytacazes;1,07;84,462;
RJ;3301108;Cantagalo;0,98;79,117;
RJ;3301157;Cardoso Moreira;;65,829;
RJ;3301207;Carmo;0,88;77,407;
RJ;3301306;Casimiro de Abreu;0,99;79,894;
RJ;3301405;Conceição de Macabu;0,83;81,379;
RJ;3301504;Cordeiro;1,11;87,753;
RJ;3301603;Duas Barras;0,73;73,523;
RJ;3301702;Duque de Caxias;1;88,268;
RJ;3301801;Engenheiro Paulo de Frontin;0,83;85,646;
RJ;3301850;Guapimirim;;80,077;
RJ;3301876;Iguaba Grande;;84,664;
RJ;3301900;Itaboraí;0,79;83,102;
RJ;3302007;Itaguaí;0,91;84,583;
RJ;3302056;Italva;0,81;76,462;
RJ;3302106;Itaocara;0,85;78,118;
RJ;3302205;Itaperuna;1,2;80,91;
RJ;3302254;Itatiaia;1,41;85,817;
RJ;3302270;Japeri;;81,113;
RJ;3302304;Laje do Muriaé;0,62;73,448;
RJ;3302403;Macaé;1,59;87,401;
RJ;3302452;Macuco;;85,83;
RJ;3302502;Magé;0,78;84,188;
RJ;3302601;Mangaratiba;1,1;83,947;
RJ;3302700;Maricá;1,19;84,431;
RJ;3302809;Mendes;0,98;86,851;
RJ;3302858;Mesquita;;;
RJ;3302908;Miguel Pereira;1,26;84,788;
RJ;3303005;Miracema;0,85;78,649;
RJ;3303104;Natividade;0,81;77,918;
RJ;3303203;Nilópolis;1,22;94,17;
RJ;3303302;Niterói;3,19;94,589;
RJ;3303401;Nova Friburgo;1,55;87,777;
RJ;3303500;Nova Iguaçu;0,89;89,076;
RJ;3303609;Paracambi;0,9;81,025;
RJ;3303708;Paraíba do Sul;0,96;85,018;
RJ;3303807;Parati;1,08;79,153;
RJ;3303856;Paty do Alferes;0,88;72,712;
RJ;3303906;Petrópolis;1,63;89,781;
RJ;3303955;Pinheiral;;87,819;
RJ;3304003;Piraí;1,01;81,939;
RJ;3304102;Porciúncula;0,89;74,342;
RJ;3304110;Porto Real;;83,644;
RJ;3304128;Quatis;;82,55;
RJ;3304144;Queimados;;85,211;
RJ;3304151;Quissamã;0,67;77,937;
RJ;3304201;Resende;1,39;89,15;
RJ;3304300;Rio Bonito;0,95;80,791;
RJ;3304409;Rio Claro;0,85;74,517;
RJ;3304508;Rio das Flores;1,07;77,114;
RJ;3304524;Rio das Ostras;;77,961;
RJ;3304557;Rio de Janeiro;2,56;93,9;
RJ;3304607;Santa Maria Madalena;0,64;74,13;
RJ;3304706;Santo Antônio de Pádua;0,87;79,515;
RJ;3304755;São Francisco de Itabapoana;;61,688;
RJ;3304805;São Fidélis;0,81;76,891;
RJ;3304904;São Gonçalo;1,14;91,406;
RJ;3305000;São João da Barra;0,57;80,443;
RJ;3305109;São João de Meriti;0,96;91,427;
RJ;3305133;São José de Ubá;;68,586;
RJ;3305158;São José do Vale do Rio Preto;0,76;78,05;
RJ;3305208;São Pedro da Aldeia;0,9;83,886;
RJ;3305307;São Sebastião do Alto;0,69;68,016;
RJ;3305406;Sapucaia;0,87;77,531;
RJ;3305505;Saquarema;0,9;79,129;
RJ;3305554;Seropédica;;84,457;
RJ;3305604;Silva Jardim;0,6;66,832;
RJ;3305703;Sumidouro;0,93;67,599;
RJ;3305752;Tanguá;;78,073;
RJ;3305802;Teresópolis;1,33;83,583;
RJ;3305901;Trajano de Morais;0,61;72,739;
RJ;3306008;Três Rios;0,95;88,695;
RJ;3306107;Valença;1,14;87,453;
RJ;3306156;Varre-Sai;;71,636;
RJ;3306206;Vassouras;1,14;82,376;
RJ;3306305;Volta Redonda;1,4;92,245;
RJ;3399919;Sâo João Marcos;;;
RJ;3399929;São Sebastião do Parahyba;;;
RN;2400109;Acari;0,51;65,362;
RN;2400208;Açu;0,58;58,736;
RN;2400307;Afonso Bezerra;0,31;50,232;
RN;2400406;Água Nova;0,37;45,759;
RN;2400505;Alexandria;0,42;50,524;
RN;2400604;Almino Afonso;0,38;58,749;
RN;2400703;Alto do Rodrigues;0,39;59,426;
RN;2400802;Angicos;0,36;56,09;
RN;2400901;Antônio Martins;0,35;61,043;
RN;2401008;Apodi;0,41;54,891;
RN;2401107;Areia Branca;0,55;69,005;
RN;2401206;Arês;0,37;51,078;
RN;2401305;Augusto Severo;0,27;50,192;
RN;2401404;Baía Formosa;0,39;55,31;
RN;2401453;Baraúna;0,37;42,876;
RN;2401503;Barcelona;0,28;45,746;
RN;2401602;Bento Fernandes;0,23;46,13;
RN;2401651;Bodó;;39,491;
RN;2401701;Bom Jesus;0,35;46,766;
RN;2401800;Brejinho;0,33;39,925;
RN;2401859;Caiçara do Norte;;54,175;
RN;2401909;Caiçara do Rio do Vento;0,23;57,954;
RN;2402006;Caicó;0,81;70,742;
RN;2402105;Campo Redondo;0,33;48,92;
RN;2402204;Canguaretama;0,34;48,437;
RN;2402303;Caraúbas;0,33;54,611;
RN;2402402;Carnaúba dos Dantas;0,47;71,149;
RN;2402501;Carnaubais;0,41;51,183;
RN;2402600;Ceará-Mirim;0,42;56,525;
RN;2402709;Cerro Corá;0,27;51,735;
RN;2402808;Coronel Ezequiel;0,25;43,106;
RN;2402907;Coronel João Pessoa;0,22;47,504;
RN;2403004;Cruzeta;0,56;63,474;
RN;2403103;Currais Novos;0,7;67,728;
RN;2403202;Doutor Severiano;0,24;52,09;
RN;2403251;Parnamirim;0,84;74,647;
RN;2403301;Encanto;0,32;57,133;
RN;2403400;Equador;0,36;57,424;
RN;2403509;Espírito Santo;0,27;37,99;
RN;2403608;Extremoz;0,46;62,928;
RN;2403707;Felipe Guerra;0,41;61,124;
RN;2403756;Fernando Pedroza;;44,646;
RN;2403806;Florânia;0,31;53,81;
RN;2403905;Francisco Dantas;0,29;51,44;
RN;2404002;Frutuoso Gomes;0,39;61,453;
RN;2404101;Galinhos;0,35;45,467;
RN;2404200;Goianinha;0,42;47,553;
RN;2404309;Governador Dix-Sept Rosado;0,42;60,136;
RN;2404408;Grossos;0,38;57,219;
RN;2404507;Guamaré;0,45;50,822;
RN;2404606;Ielmo Marinho;0,31;38,636;
RN;2404705;Ipanguaçu;0,29;48,992;
RN;2404804;Ipueira;0,52;67,553;
RN;2404853;Itajá;;50,764;
RN;2404903;Itaú;0,43;62,556;
RN;2405009;Jaçanã;0,33;52,745;
RN;2405108;Jandaíra;0,28;44,095;
RN;2405207;Janduís;0,33;54,705;
RN;2405306;Januário Cicco;0,33;46,893;
RN;2405405;Japi;0,28;44,392;
RN;2405504;Jardim de Angicos;0,32;50,866;
RN;2405603;Jardim de Piranhas;0,59;55,681;
RN;2405702;Jardim do Seridó;0,55;67,959;
RN;2405801;João Câmara;0,4;49,96;
RN;2405900;João Dias;0,29;42,246;
RN;2406007;José da Penha;0,27;48,02;
RN;2406106;Jucurutu;0,4;49,341;
RN;2406155;Jundiá;;;
RN;2406205;Lagoa d'Anta;0,27;44,859;
RN;2406304;Lagoa de Pedras;0,24;32,711;
RN;2406403;Lagoa de Velhos;0,34;60,066;
RN;2406502;Lagoa Nova;0,26;47,722;
RN;2406601;Lagoa Salgada;0,29;43,034;
RN;2406700;Lajes;0,39;54,011;
RN;2406809;Lajes Pintadas;0,27;56,028;
RN;2406908;Lucrécia;0,4;56;
RN;2407005;Luís Gomes;0,28;50,324;
RN;2407104;Macaíba;0,46;55,61;
RN;2407203;Macau;0,6;67,454;
RN;2407252;Major Sales;;47,718;
RN;2407302;Marcelino Vieira;0,23;48,782;
RN;2407401;Martins;0,32;62,655;
RN;2407500;Maxaranguape;0,41;51,245;
RN;2407609;Messias Targino;0,32;52,367;
RN;2407708;Montanhas;0,39;41,79;
RN;2407807;Monte Alegre;0,35;42,383;
RN;2407906;Monte das Gameleiras;0,29;42,102;
RN;2408003;Mossoró;0,76;71,702;
RN;2408102;Natal;1,45;82,925;
RN;2408201;Nísia Floresta;0,6;58,012;
RN;2408300;Nova Cruz;0,41;46,823;
RN;2408409;Olho-d'Água do Borges;0,35;54,013;
RN;2408508;Ouro Branco;0,43;65,939;
RN;2408607;Paraná;0,39;41,383;
RN;2408706;Paraú;0,36;52,693;
RN;2408805;Parazinho;0,24;41,608;
RN;2408904;Parelhas;0,46;69,078;
RN;2408953;Rio do Fogo;;47,389;
RN;2409100;Passa e Fica;0,31;37,542;
RN;2409209;Passagem;0,29;52,825;
RN;2409308;Patu;0,43;56,546;
RN;2409332;Santa Maria;;45,56;
RN;2409407;Pau dos Ferros;0,79;66,918;
RN;2409506;Pedra Grande;0,3;42,314;
RN;2409605;Pedra Preta;0,33;53,448;
RN;2409704;Pedro Avelino;0,32;43,353;
RN;2409803;Pedro Velho;0,39;46,799;
RN;2409902;Pendências;0,43;54,85;
RN;2410009;Pilões;0,38;50,985;
RN;2410108;Poço Branco;0,31;41,117;
RN;2410207;Portalegre;0,27;55,492;
RN;2410256;Porto do Mangue;;46,104;
RN;2410306;Presidente Juscelino;0,33;39,455;
RN;2410405;Pureza;0,26;45,183;
RN;2410504;Rafael Fernandes;0,41;64,806;
RN;2410603;Rafael Godeiro;0,29;56,967;
RN;2410702;Riacho da Cruz;0,31;56,63;
RN;2410801;Riacho de Santana;0,34;52,446;
RN;2410900;Riachuelo;0,24;51,257;
RN;2411007;Rodolfo Fernandes;0,27;50,502;
RN;2411056;Tibau;;54,088;
RN;2411106;Ruy Barbosa;0,17;42,923;
RN;2411205;Santa Cruz;0,43;56,558;
RN;2411403;Santana do Matos;0,22;46,15;
RN;2411429;Santana do Seridó;0,34;67,822;
RN;2411502;Santo Antônio;0,43;47,698;
RN;2411601;São Bento do Norte;0,3;48,4;
RN;2411700;São Bento do Trairí;0,28;48,922;
RN;2411809;São Fernando;0,41;55,492;
RN;2411908;São Francisco do Oeste;0,4;52,325;
RN;2412005;São Gonçalo do Amarante;0,49;64,236;
RN;2412104;São João do Sabugi;0,54;64,646;
RN;2412203;São José de Mipibu;0,46;54,336;
RN;2412302;São José do Campestre;0,37;46,429;
RN;2412401;São José do Seridó;0,55;65,468;
RN;2412500;São Miguel;0,33;48,568;
RN;2412559;São Miguel de Touros;;32,067;
RN;2412609;São Paulo do Potengi;0,34;52,795;
RN;2412708;São Pedro;0,32;43,809;
RN;2412807;São Rafael;0,32;48,303;
RN;2412906;São Tomé;0,3;49,556;
RN;2413003;São Vicente;0,38;59,218;
RN;2413102;Senador Elói de Souza;0,23;39,854;
RN;2413201;Senador Georgino Avelino;0,37;53,993;
RN;2413300;Serra de São Bento;0,18;41,55;
RN;2413359;Serra do Mel;0,3;57,434;
RN;2413409;Serra Negra do Norte;0,47;50,277;
RN;2413508;Serrinha;0,2;41,255;
RN;2413557;Serrinha dos Pintos;;55,185;
RN;2413607;Severiano Melo;0,3;47,379;
RN;2413706;Sítio Novo;0,22;45,072;
RN;2413805;Taboleiro Grande;0,37;58,23;
RN;2413904;Taipu;0,27;40,167;
RN;2414001;Tangará;0,37;51,692;
RN;2414100;Tenente Ananias;0,25;46,234;
RN;2414159;Tenente Laurentino Cruz;;48,547;
RN;2414209;Tibau do Sul;0,36;48,115;
RN;2414308;Timbaúba dos Batistas;0,59;66,928;
RN;2414407;Touros;0,32;43,977;
RN;2414456;Triunfo Potiguar;;40,166;
RN;2414506;Umarizal;0,47;59,946;
RN;2414605;Upanema;0,34;55,154;
RN;2414704;Várzea;0,32;44,434;
RN;2414753;Venha-Ver;;38,21;
RN;2414803;Vera Cruz;0,39;39,839;
RN;2414902;Viçosa;0,23;57,41;
RN;2415008;Vila Flor;0,35;47,431;
RO;1100015;Alta Floresta D'Oeste;0,81;76,449;
RO;1100023;Ariquemes;0,4;82,817;
RO;1100031;Cabixi;0,49;75,43;
RO;1100049;Cacoal;0,95;78,594;
RO;1100056;Cerejeiras;0,69;79,736;
RO;1100064;Colorado do Oeste;0,55;74,564;
RO;1100072;Corumbiara;;69,507;
RO;1100080;Costa Marques;0,76;79,684;
RO;1100098;Espigão D'Oeste;0,78;77,876;
RO;1100106;Guajará-Mirim;1,16;83,319;
RO;1100114;Jaru;0,68;76,379;
RO;1100122;Ji-Paraná;0,95;81,888;
RO;1100130;Machadinho D'Oeste;0,71;78,775;
RO;1100148;Nova Brasilândia D'Oeste;0,38;71,861;
RO;1100155;Ouro Preto do Oeste;0,62;78,51;
RO;1100189;Pimenta Bueno;0,79;81,593;
RO;1100205;Porto Velho;1,37;86,989;
RO;1100254;Presidente Médici;0,57;71,367;
RO;1100262;Rio Crespo;;74,623;
RO;1100288;Rolim de Moura;0,62;78,21;
RO;1100296;Santa Luzia D'Oeste;0,35;73,251;
RO;1100304;Vilhena;1,33;85,491;
